Date,Total Snow,Daily Delta,Min,Max,Mean
2012-03-03,603.0,12.0,-1.0,2.2,0.639130434783
2012-03-01,581.0,-27.0,-16.0,0.6,-9.1347826087
2012-03-06,625.0,-22.0,-18.7,-4.3,-11.9956521739
2012-03-07,630.0,5.0,-8.4,1.4,-5.09565217391
2012-03-04,608.0,5.0,-0.6,2.1,0.704347826087
2012-03-05,647.0,39.0,-8.7,-1.2,-6.05652173913
2017-04-06,535.0,5.0,-3.5,3.1,-0.508695652174
2017-04-07,546.0,11.0,-5.3,2.9,-1.62608695652
2017-04-04,521.0,8.0,-5.3,2.2,-1.39565217391
2017-04-05,530.0,9.0,0.5,4.1,1.58260869565
2017-04-02,513.0,-3.0,-3.9,1.1,-1.49565217391
2017-04-03,513.0,0.0,-11.1,1.3,-5.29565217391
2017-04-01,516.0,11.0,-1.2,3.4,0.769565217391
2016-11-18,0,0,-7.7,-2.1,-4.16086956522
2017-04-08,529.0,-17.0,-1.3,2.7,0.45652173913
2017-04-09,525.0,-4.0,-2.9,2.1,-0.704347826087
2013-02-13,295.0,-2.0,-2.6,1.0,-0.8
2013-02-12,297.0,3.0,-1.9,1.2,-0.534782608696
2013-02-11,294.0,4.0,-1.2,4.3,1.42608695652
2013-02-10,290.0,-3.0,-7.5,9.3,-2.82608695652
2013-02-17,301.0,-6.0,-7.5,0.9,-3.58260869565
2013-02-16,307.0,6.0,-1.0,2.7,0.760869565217
2013-02-15,301.0,6.0,0.0,9.4,2.99130434783
2013-02-14,295.0,0.0,-4.2,2.1,-1.67391304348
2013-02-19,297.0,-9.0,-14.7,2.6,-7.53913043478
2013-02-18,306.0,5.0,-5.6,-1.4,-3.80434782609
2013-05-09,303.0,-20.0,0.2,19.1,8.63913043478
2015-05-11,43.0,-27.0,2.7,18.9,9.12173913043
2016-05-26,0,0,4.6,10.4,7.4347826087
2016-05-27,0,0,0.5,9.0,4.1347826087
2016-05-24,0,0,4.2,13.5,8.35652173913
2016-05-25,0,0,4.6,13.1,8.68695652174
2016-05-22,0,0,1.2,11.4,6.75652173913
2016-05-23,0,0,3.8,13.9,7.40869565217
2016-05-20,0,0,-0.8,4.9,1.13913043478
2016-05-21,0,0,0.3,12.0,3.46086956522
2017-08-19,0,0,0.0,0.0,0.0
2017-08-18,0,0,0.0,0.0,0.0
2019-05-12,318.0,-23.0,-0.4,13.6,6.46086956522
2016-05-28,0,0,0.9,6.4,3.09130434783
2016-05-29,0,0,-0.4,11.3,4.07391304348
2017-03-14,443.0,15.0,0.8,4.0,2.42608695652
2017-03-15,438.0,-5.0,-6.4,1.7,-2.14782608696
2014-08-18,0,0,8.6,22.1,14.7347826087
2014-08-19,0,0,7.0,20.3,14.5173913043
2017-03-10,401.0,13.0,-14.6,-1.2,-11.3782608696
2017-03-11,411.0,10.0,-11.4,1.3,-5.51739130435
2017-03-12,413.0,2.0,-0.5,2.8,0.721739130435
2017-03-13,428.0,15.0,-0.7,4.2,1.10434782609
2014-08-12,0,0,12.3,24.2,18.0260869565
2014-08-13,0,0,10.8,25.6,17.1869565217
2014-08-10,0,0,6.6,25.1,13.7695652174
2014-08-11,0,0,6.7,28.4,15.5086956522
2014-08-16,0,0,12.1,21.7,15.6608695652
2014-08-17,0,0,7.3,24.3,14.5739130435
2014-08-14,0,0,9.7,25.8,16.7739130435
2014-08-15,0,0,11.5,20.5,15.1
2016-11-14,0,0,-3.2,2.1,-0.173913043478
2016-11-15,0,0,-3.4,-0.1,-1.86956521739
2014-11-21,6.0,-1.0,0.0,3.1,1.96086956522
2014-11-20,7.0,2.0,-0.3,4.3,2.28260869565
2014-11-23,18.0,6.0,-2.2,0.1,-1.0652173913
2014-11-22,12.0,6.0,-2.3,0.5,-0.886956521739
2014-11-25,29.0,10.0,-2.9,0.2,-1.15652173913
2014-11-24,19.0,1.0,-1.7,-0.8,-1.18695652174
2014-11-27,84.0,41.0,-3.9,4.2,1.31739130435
2014-11-26,43.0,14.0,-3.7,-2.4,-3.06086956522
2014-11-29,106.0,-6.0,-29.8,-18.2,-24.7130434783
2014-11-28,112.0,28.0,-20.3,-4.9,-14.6130434783
2017-07-07,0,0,0.0,0.0,0.0
2017-07-06,0,0,0.0,0.0,0.0
2017-07-05,0,0,0.0,0.0,0.0
2017-07-04,0,0,0.0,0.0,0.0
2017-07-03,0,0,0.0,13.4,8.33043478261
2017-07-02,0,0,9.6,16.5,12.6608695652
2017-07-01,0,0,9.4,18.6,13.5652173913
2017-07-09,0,0,0.0,0.0,0.0
2017-07-08,0,0,0.0,0.0,0.0
2018-04-01,589.0,24.0,-5.9,0.4,-3.59130434783
2014-12-08,129.0,4.0,2.0,5.3,3.50434782609
2014-12-09,130.0,1.0,1.0,3.4,2.1652173913
2012-04-29,827.0,-2.0,-0.6,8.5,3.65217391304
2012-04-28,829.0,5.0,-0.4,9.7,2.56956521739
2018-04-07,625.0,19.0,-3.2,4.1,-0.45652173913
2018-04-06,606.0,17.0,-5.8,4.5,-3.10434782609
2014-12-02,110.0,-1.0,-12.5,-6.7,-9.91739130435
2014-12-03,112.0,2.0,-14.4,-6.8,-11.452173913
2012-04-27,824.0,-33.0,-1.5,7.6,1.28695652174
2014-12-01,111.0,5.0,-13.7,-5.2,-8.89130434783
2014-12-06,125.0,11.0,-7.2,3.7,-0.204347826087
2014-12-07,125.0,0.0,-0.8,3.5,1.2
2014-12-04,113.0,1.0,-13.6,-4.7,-10.8913043478
2014-12-05,114.0,1.0,-11.4,-3.2,-8.63913043478
2018-08-18,3.0,-1.0,5.1,18.1,11.9826086957
2018-08-19,3.0,0.0,4.4,19.2,10.7
2018-08-16,4.0,-1.0,8.4,20.4,13.6913043478
2018-08-17,4.0,0.0,7.9,20.3,13.8304347826
2018-08-14,4.0,1.0,8.3,23.7,15.1913043478
2018-08-15,5.0,1.0,10.5,21.9,15.5304347826
2018-08-12,3.0,-2.0,5.3,18.3,9.96086956522
2018-08-13,3.0,0.0,5.0,21.6,11.7260869565
2018-03-29,568.0,5.0,-1.7,4.3,0.295652173913
2016-10-18,21.0,-2.0,0.7,5.4,2.21739130435
2019-09-21,3.0,0.0,7.9,12.2,9.62173913043
2019-09-20,3.0,1.0,1.4,14.4,7.47826086957
2019-09-23,3.0,-2.0,3.2,7.7,5.69130434783
2019-01-09,304.0,13.0,-10.6,1.4,-5.31739130435
2019-09-22,5.0,2.0,5.5,10.0,7.46956521739
2019-09-25,3.0,0.0,0.2,7.0,4.18260869565
2018-03-26,567.0,10.0,-3.9,2.9,-1.56956521739
2019-09-24,3.0,0.0,6.1,9.3,7.17826086957
2016-10-16,25.0,7.0,0.0,4.1,1.26956521739
2013-06-28,0,0,5.2,15.0,10.7260869565
2013-06-29,0,0,8.9,19.4,12.6
2013-10-30,2.0,2.0,1.8,5.8,4.00869565217
2013-10-31,1.0,-1.0,1.7,5.7,3.9652173913
2012-07-06,0,0,1.6,17.7,8.9
2012-07-07,0,0,4.2,19.9,11.347826087
2012-07-04,0,0,2.9,13.2,7.0652173913
2012-07-05,0,0,-0.3,15.7,6.81304347826
2012-07-02,0,0,5.3,11.1,7.86086956522
2012-07-03,0,0,1.5,11.6,6.13043478261
2012-07-01,0,0,5.7,14.8,9.21739130435
2018-03-27,569.0,2.0,-0.8,4.2,1.23043478261
2012-07-08,0,0,5.9,23.7,13.9086956522
2012-07-09,0,0,6.2,23.8,15.0869565217
2013-06-22,0,0,7.5,16.1,10.9782608696
2013-06-23,0,0,4.9,18.6,10.8565217391
2018-03-24,555.0,-2.0,-14.3,-2.0,-8.8
2016-01-22,338.0,26.0,-1.5,1.8,0.0869565217391
2016-01-23,340.0,2.0,-5.6,0.3,-2.32608695652
2016-01-20,298.0,-7.0,-11.5,-0.2,-6.83913043478
2016-01-21,312.0,14.0,-2.3,1.4,-0.413043478261
2016-01-26,348.0,10.0,0.1,3.5,1.26956521739
2016-01-27,360.0,12.0,-1.4,5.5,2.19130434783
2016-01-24,337.0,-3.0,-11.2,-1.6,-7.8
2016-01-25,338.0,1.0,-7.3,2.5,-2.81304347826
2016-01-28,382.0,22.0,-1.7,1.6,0.495652173913
2016-01-29,388.0,6.0,-4.1,-0.6,-2.12608695652
2012-12-31,225.0,5.0,-5.2,-1.5,-3.01304347826
2012-12-30,220.0,-4.0,-12.5,-3.8,-9.31304347826
2017-12-16,238.0,-10.0,-7.9,-0.3,-4.19565217391
2017-12-17,251.0,13.0,-0.9,2.5,0.94347826087
2017-12-14,244.0,1.0,-3.5,7.4,0.882608695652
2017-12-15,248.0,4.0,-2.4,7.4,0.908695652174
2017-12-12,244.0,3.0,0.4,7.8,3.47391304348
2017-12-13,243.0,-1.0,-3.7,2.2,-1.67826086957
2017-12-10,240.0,6.0,-0.5,7.3,3.30869565217
2017-12-11,241.0,1.0,-0.9,4.6,2.04347826087
2017-12-18,246.0,-5.0,-6.4,0.5,-3.07826086957
2011-12-28,208.0,18.0,-2.1,1.3,0.0130434782609
2013-05-05,386.0,-15.0,1.5,20.2,8.72173913043
2013-05-04,401.0,-15.0,-0.8,18.7,6.73043478261
2013-05-07,342.0,-28.0,0.2,18.2,7.79565217391
2013-05-06,370.0,-16.0,2.5,21.4,10.2434782609
2015-05-18,0,0,1.0,15.6,7.1652173913
2015-05-19,0,0,0.5,16.4,7.5652173913
2013-05-03,416.0,-8.0,-2.5,17.2,4.73913043478
2013-05-02,424.0,-2.0,2.7,8.5,4.63043478261
2015-05-14,0,0,2.4,16.3,8.2652173913
2015-05-15,0,0,1.9,15.1,7.3
2015-05-16,0,0,2.2,11.3,6.29130434783
2015-05-17,0,0,3.5,14.3,6.23913043478
2015-05-10,70.0,-25.0,1.8,15.4,8.35217391304
2013-05-08,323.0,-19.0,0.6,16.9,7.18695652174
2015-05-12,8.0,-35.0,1.7,19.0,9.05217391304
2015-05-13,0,-8.0,2.9,14.0,8.09565217391
2019-02-02,390.0,10.0,-16.9,-0.7,-6.3652173913
2016-02-01,393.0,3.0,-11.7,-4.8,-9.46956521739
2019-02-01,380.0,1.0,-0.9,3.7,0.221739130435
2019-02-06,380.0,0.0,-22.3,-8.2,-18.3
2019-02-07,382.0,2.0,-13.3,-2.1,-8.4
2019-02-04,379.0,-6.0,-29.6,-22.2,-26.7739130435
2019-02-05,380.0,1.0,-27.1,-13.4,-21.752173913
2019-02-08,386.0,4.0,-15.8,-5.0,-10.0739130435
2019-02-09,382.0,-4.0,-26.3,-19.0,-23.6391304348
2019-03-14,419.0,9.0,-5.1,-0.1,-2.72608695652
2015-01-25,264.0,-14.0,3.2,7.4,5.55217391304
2015-01-24,278.0,-15.0,0.2,7.8,3.4
2015-01-27,240.0,-12.0,1.9,6.3,3.40434782609
2015-01-26,252.0,-12.0,2.4,9.3,5.47391304348
2015-01-21,289.0,8.0,-2.9,4.7,0.321739130435
2015-01-20,281.0,1.0,-4.2,-0.1,-2.69130434783
2015-01-23,293.0,-1.0,3.3,6.9,4.73043478261
2015-01-22,294.0,5.0,0.5,5.0,2.92608695652
2013-06-26,0,0,4.7,12.5,8.51739130435
2013-06-27,0,0,5.4,12.4,8.39565217391
2013-06-24,0,0,8.5,16.8,11.5739130435
2013-06-25,0,0,6.7,13.1,9.32173913043
2015-01-29,246.0,11.0,-5.3,4.5,-0.969565217391
2015-01-28,235.0,-5.0,-5.7,3.3,-1.66956521739
2013-06-20,0,0,6.4,10.5,8.04347826087
2013-06-21,0,0,5.6,15.1,9.75652173913
2016-02-09,416.0,4.0,-0.9,14.3,4.32173913043
2016-02-08,412.0,-2.0,0.1,9.6,5.83913043478
2018-03-23,557.0,-14.0,-11.5,-1.7,-6.47391304348
2018-03-03,512.0,-5.0,-12.3,-7.4,-10.0347826087
2019-03-10,399.0,0.0,-13.5,0.1,-7.7
2012-11-30,94.0,7.0,-0.8,2.1,0.230434782609
2016-02-03,399.0,4.0,-9.1,0.1,-4.71304347826
2016-02-02,395.0,2.0,-12.8,-0.6,-9.36086956522
2013-05-01,426.0,5.0,-4.4,8.8,0.173913043478
2016-02-04,398.0,-1.0,-2.1,0.0,-1.3
2016-02-07,414.0,1.0,-6.9,2.5,-3.02173913043
2016-02-06,413.0,6.0,-4.7,0.1,-2.7
