"date","danger_rating","swe_squam","daily_tot_precip_squam","two_day_tot_precip_squam","three_day_tot_precip_squam","swe_nos","daily_tot_precip_nos","two_day_tot_precip_nos","three_day_tot_precip_nos","daily_max_temp_squam","daily_min_temp_squam","daily_mean_temp_squam","two_day_max_temp_squam","two_day_min_temp_squam","two_day_mean_temp_squam","three_day_max_temp_squam","three_day_min_temp_squam","three_day_mean_temp_squam","daily_max_temp_nos","daily_min_temp_nos","daily_mean_temp_nos","two_day_max_temp_nos","two_day_min_temp_nos","two_day_mean_temp_nos","three_day_max_temp_nos","three_day_min_temp_nos","three_day_mean_temp_nos","wind_daily_avg","wind_daily_max","wind_avg_dir","two_day_mean_wind","two_day_max_wind","three_day_mean_wind","three_day_max_wind","two_day_wind_avg_dir","three_day_wind_avg_dir"
2015-12-11,3,-0.875007848809325,1.09467637596889,1.17026076620851,1.05413870762876,-0.633691072249188,-1.03239972865202,-1.13936071745776,-0.823009472733492,3,-2.5,-1.65833333333334,3,-3.6,-2.15625,3,-3.6,-1.60277777777778,-1,-5.1,-3.33333333333333,-1,-6,-3.73958333333333,0.4,-6,-2.90416666666667,0.0322813835989,0.0959426847662,0.381597222222,0.09079090555795,0.159622926094,0.1126324653453,0.159622926094,0.3474537037035,0.443287037037
2015-12-12,3,-0.837669148181984,0.700616409189534,1.0904720238785,1.20481842803167,-0.578705341765925,0.352739171626361,-0.431701290980264,-0.688771862597596,-3,-5.9,-3.86666666666667,3,-5.9,-2.7625,3,-5.9,-2.72638888888889,-1.9,-5.1,-3.475,-1,-5.1,-3.40416666666667,-1,-6,-3.65138888888889,0.125223474543,0.173453996983,0.394560185185,0.07875242907095,0.173453996983,0.102268428552967,0.173453996983,0.3880787037035,0.394560185185
2015-12-13,3,-0.729583435839683,2.86794622647599,2.1676200453337,2.13903269452973,-0.573206768717599,-0.47834416854067,-0.0778715777415166,-0.554534252461701,-0.8,-3.3,-2.64583333333334,-0.8,-5.9,-3.25625,3,-5.9,-2.72361111111111,-3.1,-6.2,-4.775,-1.9,-6.2,-4.125,-1,-6.2,-3.86111111111111,0.0253711620676,0.13197586727,0.691203703704,0.0752973183053,0.173453996983,0.0609586734031667,0.173453996983,0.5428819444445,0.691203703704
2015-12-14,3,-0.731548630609543,-0.678593474538209,1.32983825086855,1.325362204354,-0.578705341765925,-0.755371948596347,-0.785531004219011,-0.420296642325805,1.3,-8.6,-4.47916666666667,1.3,-8.6,-3.5625,1.3,-8.6,-3.66388888888889,-4.4,-8.3,-5.70833333333333,-3.1,-8.3,-5.24166666666667,-1.9,-8.3,-4.65277777777778,0.0143606684804,0.0284917043741,0.328009259259,0.019865915274,0.13197586727,0.054985101697,0.173453996983,0.5096064814815,0.691203703704
2015-12-15,2,-0.727618241069823,-0.481563491148531,-0.704774678546842,0.782915210903516,-0.562209622620946,-0.47834416854067,-0.785531004219011,-0.823009472733492,-4.1,-8.6,-6.50833333333334,1.3,-8.6,-5.49375,1.3,-8.6,-4.54444444444445,-1.4,-9.6,-4.425,-1.4,-9.6,-5.06666666666667,-1.4,-9.6,-4.96944444444444,0.0158686358337,0.0485972850679,0.377662037037,0.01511465215705,0.0485972850679,0.0185334887939,0.13197586727,0.352835648148,0.691203703704
2015-12-16,2,-0.729583435839683,-0.678593474538209,-0.704774678546842,-0.844425769447943,-0.573206768717599,-1.03239972865202,-0.962445860838384,-1.09148469300528,-0.6,-11.3,-6.65,-0.6,-11.3,-6.57916666666667,1.3,-11.3,-5.87916666666667,-4.6,-15.2,-10.0125,-1.4,-15.2,-7.21875,-1.4,-15.2,-6.71527777777778,0.0459891177614,0.0808597285068,0.29525462963,0.03092887679755,0.0808597285068,0.0254061406918333,0.0808597285068,0.3364583333335,0.377662037037
2015-12-17,2,-0.723687851530103,-0.481563491148531,-0.704774678546842,-0.754017937206195,-0.534716757379315,-0.0628024984571547,-0.697073575909324,-0.755890667665544,-3.6,-11.2,-7.56666666666667,-0.6,-11.3,-7.10833333333333,-0.6,-11.3,-6.90833333333333,-1.9,-11.1,-7.2125,-1.9,-15.2,-8.6125,-1.4,-15.2,-7.21666666666667,0.0393043140303,0.0775113122172,0.44224537037,0.04264671589585,0.0808597285068,0.0337206892084667,0.0808597285068,0.36875,0.44224537037
2015-12-18,3,-0.682418761363042,0.634939748059642,0.09311274475331,-0.241706887836292,-0.479731026896053,0.352739171626361,0.187500707187544,-0.353177837257858,-1.9,-4.6,-3.49166666666667,-1.9,-11.2,-5.52916666666667,-0.6,-11.3,-5.90277777777778,-2.3,-10.6,-6.60833333333333,-1.9,-11.1,-6.91041666666667,-1.9,-15.2,-7.94444444444444,0.0931675087447,0.102232277526,0.468402777778,0.0662359113875,0.102232277526,0.0594869801788,0.102232277526,0.455324074074,0.468402777778
2015-12-19,3,-0.627393307806961,1.09467637596889,1.05057765271349,0.571963602339438,-0.457736734702748,-0.47834416854067,-0.0778715777415166,-0.0847026169860664,-3.8,-4.8,-4.375,-1.9,-4.8,-3.93333333333333,-1.9,-11.2,-5.14444444444444,-2.9,-7.4,-5.325,-2.3,-10.6,-5.96666666666667,-1.9,-11.1,-6.38194444444444,0.0885231247571,0.10850678733,0.451388888889,0.0908453167509,0.10850678733,0.0736649825107,0.10850678733,0.4598958333335,0.468402777778
2015-12-20,4,-0.52913356931396,2.53956292082653,2.20751441649871,1.95821703004624,-0.386255285074506,0.906794731737714,0.27595813549723,0.385129018489568,-2.2,-4.5,-3.75416666666667,-2.2,-4.8,-4.06458333333333,-1.9,-4.8,-3.87361111111111,-2.7,-4.8,-3.52083333333333,-2.7,-7.4,-4.42291666666667,-2.3,-10.6,-5.15138888888889,0.152215312864,0.126953242836,0.465740740741,0.12036921881055,0.126953242836,0.111301982121933,0.126953242836,0.458564814815,0.468402777778
2015-12-21,3,-0.51930759546466,-0.415886830018639,1.28994387970354,1.47604192475691,-0.375258138977854,-0.755371948596347,0.0990432788778569,-0.151821422054014,-2.9,-5.7,-4.57083333333334,-2.2,-5.7,-4.1625,-2.2,-5.7,-4.23333333333333,-3.7,-9.3,-5.875,-2.7,-9.3,-4.69791666666667,-2.7,-9.3,-4.90694444444444,0.0581966575981,0.0829562594268,0.31412037037,0.10520598523105,0.126953242836,0.0996450317397333,0.126953242836,0.3899305555555,0.465740740741
2015-12-22,2,-0.52323798500438,-0.744270135668101,-0.704774678546842,0.632235490500603,-0.38075671202618,-0.893885838624185,-1.05090328914807,-0.353177837257858,-4.5,-10.8,-7.525,-2.9,-10.8,-6.04791666666667,-2.2,-10.8,-5.28333333333333,-6.4,-13.1,-9.39583333333333,-3.7,-13.1,-7.63541666666667,-2.7,-13.1,-6.26388888888889,0.0192188107268,0.0586576168929,0.305787037037,0.03870773416245,0.0829562594268,0.0765435937296333,0.126953242836,0.3099537037035,0.465740740741
2015-12-23,2,-0.51341201115508,-0.415886830018639,-0.704774678546842,-0.723881993125613,-0.375258138977854,-0.893885838624185,-1.13936071745776,-1.22572230314118,-3.8,-7.7,-6.55,-3.8,-10.8,-7.0375,-2.9,-10.8,-6.21527777777778,-6.8,-11.6,-9.17083333333333,-6.4,-13.1,-9.28333333333333,-3.7,-13.1,-8.14722222222222,0.0232141469102,0.0808597285068,0.334259259259,0.0212164788185,0.0808597285068,0.0335432050783667,0.0829562594268,0.320023148148,0.334259259259
2015-12-24,3,-0.501620842535919,-0.284533507758854,-0.425514080391789,-0.663610104964448,-0.386255285074506,-1.03239972865202,-1.22781814576744,-1.35995991327707,0.3,-9.7,-6.25833333333334,0.3,-9.7,-6.40416666666667,0.3,-10.8,-6.77777777777778,-9.7,-15.3,-11.7875,-6.8,-15.3,-10.4791666666667,-6.4,-15.3,-10.1180555555556,0.00464049747377,0.0494419306184,0.33599537037,0.013927322191985,0.0808597285068,0.01569115170359,0.0808597285068,0.3351273148145,0.33599537037
2015-12-25,2,-0.505551232075639,-0.744270135668101,-0.624985936216827,-0.663610104964448,-0.413748150316138,-1.03239972865202,-1.31627557407713,-1.42707871834502,-0.1,-10.7,-7.76666666666667,0.3,-10.7,-7.0125,0.3,-10.7,-6.85833333333333,-10.7,-18.2,-13.7375,-9.7,-18.2,-12.7625,-6.8,-18.2,-11.5652777777778,0.012161798559,0.0318401206637,0.213675213675,0.00840114801638501,0.0494419306184,0.0133388143143233,0.0808597285068,0.2748352920225,0.33599537037
2015-12-27,3,-0.454456168059279,0.897646392579212,0.212795858248333,-0.181434999675126,-0.325770981542917,-0.201316388484993,0.0990432788778569,-0.420296642325805,-3.4,-7.2,-6.1375,-3.4,-14,-8.225,-0.1,-14,-8.07222222222222,-2,-4.6,-3.60416666666667,-2,-16.4,-6.61041666666667,-2,-18.2,-8.98611111111111,0.0181348824841,0.060754147813,0.377339181287,0.01514834052155,0.060754147813,0.01164572617229,0.060754147813,0.295507197481,0.377339181287
