date,danger_rating,wind_daily_avg,wind_daily_max,wind_avg_dir,Squam_integrated_SWE,Squam_Daily_tot_precip,Squam_Two_day_tot_precip,Squam_Three_day_tot_precip,Squam_Temperature,Squam_Daily_max_temp,Squam_Daily_min_temp,Squam_Daily_mean_temp,Squam_Two_Day_max_temp,Squam_Two_Day_min_temp,Squam_Two_Day_mean_temp,Squam_Three_Day_max_temp,Squam_Three_Day_min_temp,Squam_Three_Day_mean_temp,Nos_integrated_SWE,Nos_Daily_tot_precip,Nos_Two_day_tot_precip,Nos_Three_day_tot_precip,Nos_Temperature,Nos_Daily_max_temp,Nos_Daily_min_temp,Nos_Daily_mean_temp,Nos_Two_Day_max_temp,Nos_Two_Day_min_temp,Nos_Two_Day_mean_temp,Nos_Three_Day_max_temp,Nos_Three_Day_min_temp,Nos_Three_Day_mean_temp,month,two_day_mean_wind,two_day_max_wind,three_day_mean_wind,three_day_max_wind,two_day_wind_avg_dir,three_day_wind_avg_dir
2018-03-19T00:00:00Z,1,0.0664593859308,0.140271493213,0.52337962963,1.25894338890639,-0.473133078405815,-0.434253429724524,-0.516259718136299,-0.51385243348855,-0.00220384418935523,-1.1150395259151,-0.683336028693908,0.44548867144744,-1.34528139109974,-0.658553050149728,0.44548867144744,-1.34528139109974,-0.591488000684295,1.1653427850067,0.281551776800953,-0.0633697440150408,-0.299515303054006,-0.181659041573882,-0.18160784373457,-0.182125510776507,-0.181888720769687,-0.181533891300007,-0.182227906455132,-0.181881609958671,-0.181533891300007,-0.182227906455132,-0.18185877635441,-0.99623362116584,0.1305868635834001,0.288084464555,0.0870579090556,0.288084464555,0.4978009259260001,0.565509259259
2018-03-18T00:00:00Z,2,0.153517294986,0.253393665158,0.433101851852,1.26070504987338,-0.196572598529447,-0.36247611488356,-0.460845991800511,0.279202879925202,0.44548867144744,-1.34528139109974,-0.633770071605548,0.44548867144744,-1.34528139109974,-0.545563986679489,0.560609604039759,-1.34528139109974,-0.563596046337082,1.14040157729193,-0.386212871769712,-0.576977450573543,-0.452518520415307,-0.181579400490507,-0.181533891300007,-0.182227906455132,-0.181874499147655,-0.181533891300007,-0.182227906455132,-0.181843804146771,-0.181533891300007,-0.182250661050382,-0.181879397706355,-0.99623362116584,0.10998834045840011,0.253393665158,0.1382303407176,0.288084464555,0.4782407407410001,0.52337962963
2016-01-22T00:00:00Z,4,0.0462028760202,0.089245852187,0.419212962963,0.0980088116652678,3.01152896803642,3.36994425684653,2.39296091449253,-0.539434862953509,-0.334775427233832,-0.539434862953509,-0.48507220034047,-0.334775427233832,-0.872006445997986,-0.613250831305529,-0.334775427233832,-1.46040232369206,-0.770565006939013,0.142753268701257,1.45013991179962,2.50466878877747,1.61302491396226,-0.181659041573882,-0.181619221032195,-0.181806946443007,-0.181716445211899,-0.181619221032195,-0.181852455633507,-0.181730273350317,-0.181619221032195,-0.182375811324257,-0.181856681486911,-1.57741233933088,0.0998600855031001,0.253393665158,0.08872651897899998,0.253393665158,0.42615740740750013,0.52337962963
2016-01-23T00:00:00Z,3,0.0321725612126,0.0519457013575,0.313541666667,0.0874388458633759,-0.362508886455268,1.71906601550438,2.42066777766042,-0.334775427233832,0.253620450460242,-0.884797660730466,-0.613517314945789,0.253620450460242,-0.884797660730466,-0.549294757643129,0.253620450460242,-0.884797660730466,-0.613339659185615,0.152729751787164,-0.720095196055045,0.450237962543461,1.53652330528161,-0.181915030770445,-0.181704550764382,-0.182040181044319,-0.181848189146898,-0.181619221032195,-0.182040181044319,-0.181785181177986,-0.181619221032195,-0.182040181044319,-0.18177070162343,-1.57741233933088,0.03918771861640011,0.089245852187,0.07729757740626665,0.253393665158,0.36637731481500013,0.433101851852
2016-01-26T00:00:00Z,3,0.0625145744267,0.10558069381600001,0.447569444444,0.0874388458633759,0.688420937074931,0.139965089003183,-0.128363633785788,-0.44989635982615,-0.44989635982615,-0.795259157603107,-0.657753599228948,-0.334775427233832,-1.40923746476214,-0.848822369295366,-0.334775427233832,-1.40923746476214,-0.865610838631746,0.222565133388511,1.28319874965695,0.450237962543461,-0.146512085692705,-0.181659041573882,-0.181522514002383,-0.181715928062007,-0.181650982654731,-0.181522514002383,-0.182136888074132,-0.181767244414837,-0.181522514002383,-0.182358745377819,-0.181897806805985,-1.57741233933088,0.04734356781965011,0.10558069381600001,0.04696333721983332,0.10558069381600001,0.38055555555550014,0.447569444444
2016-01-27T00:00:00Z,4,0.155685969685,0.152081447964,0.438194444444,0.0997704726322498,0.0246757853716476,0.462963005787518,0.120998134725254,-0.168489635711593,-0.142907206246634,-0.539434862953509,-0.351297412929951,-0.142907206246634,-0.795259157603107,-0.50452550607945,-0.142907206246634,-1.40923746476214,-0.682980717173561,0.257482824189185,0.281551776800953,0.963845669101963,0.465500783752499,-0.181573711841695,-0.181408741026133,-0.181801257794195,-0.181600732923554,-0.181408741026133,-0.181801257794195,-0.181625857789143,-0.181408741026133,-0.182136888074132,-0.181711740584409,-1.57741233933088,0.10910027205585011,0.152081447964,0.08345770177476665,0.152081447964,0.44288194444400014,0.447569444444
2016-01-24T00:00:00Z,2,0.0305479984454,0.0414781297134,0.349652777778,0.0715838971605381,-0.473133078405815,-0.541919401985969,1.09073834560153,-0.680138225010788,-0.437105145093671,-1.1150395259151,-0.899187777304505,0.253620450460242,-1.1150395259151,-0.756352546125147,0.253620450460242,-1.1150395259151,-0.665925764196921,0.137765027158304,-1.05397752034038,-1.09058515713204,-0.146512085692705,-0.181897964824007,-0.18181263509182,-0.182358745377819,-0.18215893158828,-0.181704550764382,-0.182358745377819,-0.182003560367589,-0.181619221032195,-0.182358745377819,-0.181913324175801,-1.57741233933088,0.09311698406520011,0.152081447964,0.08291618085236666,0.152081447964,0.39392361111100016,0.447569444444
2016-01-25T00:00:00Z,2,0.0220326467159,0.0456711915535,0.385763888889,0.0539672874907183,-0.473133078405815,-0.613696716826932,-0.654794033975767,-0.48827000402359,-0.334775427233832,-1.40923746476214,-1.03989113936178,-0.334775427233832,-1.40923746476214,-0.969539458333145,0.253620450460242,-1.40923746476214,-0.850865410537359,0.152729751787164,-0.553154033912378,-0.987863615820344,-1.06453138986051,-0.18167610752032,-0.181579400490507,-0.182136888074132,-0.181883506174942,-0.181579400490507,-0.182358745377819,-0.182021218881611,-0.181579400490507,-0.182358745377819,-0.181963542303373,-1.57741233933088,0.026290322580650102,0.0456711915535,0.06942220494876666,0.152081447964,0.36770833333350017,0.438194444444
2017-12-14T00:00:00Z,1,0.0816167897396,0.193061840121,0.338425925926,-0.458676053901038,-0.417820982430541,-0.541919401985969,-0.654794033975767,-0.0533687031192747,0.778060254491916,-0.50106121875607,-0.123720384147914,0.778060254491916,-0.705720654475748,-0.217522625519433,0.778060254491916,-0.705720654475748,-0.212903575754926,-0.291223745535687,0.448492938943619,-0.268812826638442,-0.146512085692705,-0.181300656698695,-0.181300656698695,-0.181920719419257,-0.181673737249981,-0.181300656698695,-0.181932096716882,-0.181744489819587,-0.181277902103445,-0.181932096716882,-0.181670892925575,1.61907061057685,0.0518247182277501,0.193061840121,0.04473247830029999,0.193061840121,0.36209490740750017,0.385763888889
2017-12-15T00:00:00Z,1,0.0515047567549,0.14479638009,0.507125603865,-0.456914392934056,-0.417820982430541,-0.541919401985969,-0.627087170807873,-0.718511869208228,-0.130115991514154,-0.744094298673187,-0.48080846209631,0.778060254491916,-0.744094298673187,-0.302264423122112,0.778060254491916,-0.744094298673187,-0.305284571045058,-0.321153194793407,-0.386212871769712,0.0393517972966596,-0.376016911734657,-0.18185814428232,-0.18128927940107,-0.18185814428232,-0.181654064006171,-0.18128927940107,-0.181920719419257,-0.181663900628076,-0.18128927940107,-0.181932096716882,-0.181714347881782,1.61907061057685,0.0665607732472501,0.193061840121,0.05171806440346666,0.193061840121,0.4227757648955002,0.507125603865
