S1_total_0,S1_delta_0,S1_min_0,S1_max_0,S1_mean_0,S2_total_0,S2_delta_0,S2_min_0,S2_max_0,S2_mean_0,S1_total_1,S1_delta_1,S1_min_1,S1_max_1,S1_mean_1,S2_total_1,S2_delta_1,S2_min_1,S2_max_1,S2_mean_1,S1_total_2,S1_delta_2,S1_min_2,S1_max_2,S1_mean_2,S2_total_2,S2_delta_2,S2_min_2,S2_max_2,S2_mean_2,S1_total_3,S1_delta_3,S1_min_3,S1_max_3,S1_mean_3,S2_total_3,S2_delta_3,S2_min_3,S2_max_3,S2_mean_3,Danger Rating
0.0721987810595,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0731364275668,0.499758570739,0.478584729981,0.413857677903,0.466541995284,0.000937646507267,0.5,0.478584729981,0.413857677903,0.466541995284,0.0736052508204,0.500482858522,0.623836126629,0.455056179775,0.563541751362,0.000937646507267,0.5,0.623836126629,0.455056179775,0.563541751362,0.0726676043132,0.5,0.57355679702,0.421348314607,0.51109846329,0.000937646507267,0.5,0.57355679702,0.421348314607,0.51109846329,3
0.0726676043132,0.500241429261,0.45251396648,0.470037453184,0.490608992601,0.1870604782,0.596330275229,0.45251396648,0.470037453184,0.490608992601,0.0721987810595,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0731364275668,0.499758570739,0.478584729981,0.413857677903,0.466541995284,0.000937646507267,0.5,0.478584729981,0.413857677903,0.466541995284,0.0736052508204,0.500482858522,0.623836126629,0.455056179775,0.563541751362,0.000937646507267,0.5,0.623836126629,0.455056179775,0.563541751362,3
0.0698546647914,0.498551424433,0.618249534451,0.52808988764,0.571916415969,0.186591654946,0.499758570739,0.618249534451,0.52808988764,0.571916415969,0.0726676043132,0.500241429261,0.45251396648,0.470037453184,0.490608992601,0.1870604782,0.596330275229,0.45251396648,0.470037453184,0.490608992601,0.0721987810595,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0731364275668,0.499758570739,0.478584729981,0.413857677903,0.466541995284,0.000937646507267,0.5,0.478584729981,0.413857677903,0.466541995284,3
0.070323488045,0.500241429261,0.502793296089,0.415730337079,0.476705423205,0.186591654946,0.5,0.502793296089,0.415730337079,0.476705423205,0.0698546647914,0.498551424433,0.618249534451,0.52808988764,0.571916415969,0.186591654946,0.499758570739,0.618249534451,0.52808988764,0.571916415969,0.0726676043132,0.500241429261,0.45251396648,0.470037453184,0.490608992601,0.1870604782,0.596330275229,0.45251396648,0.470037453184,0.490608992601,0.0721987810595,0.499517141478,0.502793296089,0.529962546816,0.573298642166,0.0,0.499517141478,0.502793296089,0.529962546816,0.573298642166,2
0.070323488045,0.500241429261,0.642458100559,0.589887640449,0.643223026263,0.186591654946,0.5,0.642458100559,0.589887640449,0.643223026263,0.0698546647914,0.499758570739,0.549348230912,0.458801498127,0.505325636231,0.186591654946,0.5,0.549348230912,0.458801498127,0.505325636231,0.070323488045,0.500241429261,0.502793296089,0.415730337079,0.476705423205,0.186591654946,0.5,0.502793296089,0.415730337079,0.476705423205,0.0698546647914,0.498551424433,0.618249534451,0.52808988764,0.571916415969,0.186591654946,0.499758570739,0.618249534451,0.52808988764,0.571916415969,2
0.0689170182841,0.499275712216,0.48417132216,0.436329588015,0.48093340922,0.186591654946,0.5,0.48417132216,0.436329588015,0.48093340922,0.070323488045,0.500241429261,0.642458100559,0.589887640449,0.643223026263,0.186591654946,0.5,0.642458100559,0.589887640449,0.643223026263,0.0698546647914,0.499758570739,0.549348230912,0.458801498127,0.505325636231,0.186591654946,0.5,0.549348230912,0.458801498127,0.505325636231,0.070323488045,0.500241429261,0.502793296089,0.415730337079,0.476705423205,0.186591654946,0.5,0.502793296089,0.415730337079,0.476705423205,2
0.0689170182841,0.5,0.445065176909,0.425093632959,0.429628425075,0.184716361932,0.499034282955,0.445065176909,0.425093632959,0.429628425075,0.0689170182841,0.499275712216,0.48417132216,0.436329588015,0.48093340922,0.186591654946,0.5,0.48417132216,0.436329588015,0.48093340922,0.070323488045,0.500241429261,0.642458100559,0.589887640449,0.643223026263,0.186591654946,0.5,0.642458100559,0.589887640449,0.643223026263,0.0698546647914,0.499758570739,0.549348230912,0.458801498127,0.505325636231,0.186591654946,0.5,0.549348230912,0.458801498127,0.505325636231,2
0.0736052508204,0.501448575567,0.651769087523,0.569288389513,0.622245711034,0.185654008439,0.5,0.651769087523,0.569288389513,0.622245711034,0.0707923112986,0.500965717045,0.571694599628,0.563670411985,0.55793153915,0.185654008439,0.500482858522,0.571694599628,0.563670411985,0.55793153915,0.0689170182841,0.5,0.445065176909,0.425093632959,0.429628425075,0.184716361932,0.499034282955,0.445065176909,0.425093632959,0.429628425075,0.0689170182841,0.499275712216,0.48417132216,0.436329588015,0.48093340922,0.186591654946,0.5,0.48417132216,0.436329588015,0.48093340922,1
0.0717299578059,0.499034282955,0.525139664804,0.40074906367,0.466379380438,0.184716361932,0.499517141478,0.525139664804,0.40074906367,0.466379380438,0.0736052508204,0.501448575567,0.651769087523,0.569288389513,0.622245711034,0.185654008439,0.5,0.651769087523,0.569288389513,0.622245711034,0.0707923112986,0.500965717045,0.571694599628,0.563670411985,0.55793153915,0.185654008439,0.500482858522,0.571694599628,0.563670411985,0.55793153915,0.0689170182841,0.5,0.445065176909,0.425093632959,0.429628425075,0.184716361932,0.499034282955,0.445065176909,0.425093632959,0.429628425075,1
0.0726676043132,0.500482858522,0.40782122905,0.458801498127,0.410521180584,0.183309892171,0.499275712216,0.40782122905,0.458801498127,0.410521180584,0.0717299578059,0.499034282955,0.525139664804,0.40074906367,0.466379380438,0.184716361932,0.499517141478,0.525139664804,0.40074906367,0.466379380438,0.0736052508204,0.501448575567,0.651769087523,0.569288389513,0.622245711034,0.185654008439,0.5,0.651769087523,0.569288389513,0.622245711034,0.0707923112986,0.500965717045,0.571694599628,0.563670411985,0.55793153915,0.185654008439,0.500482858522,0.571694599628,0.563670411985,0.55793153915,1
0.0726676043132,0.5,0.610800744879,0.492509363296,0.570778112042,0.184247538678,0.500482858522,0.610800744879,0.492509363296,0.570778112042,0.0726676043132,0.500482858522,0.40782122905,0.458801498127,0.410521180584,0.183309892171,0.499275712216,0.40782122905,0.458801498127,0.410521180584,0.0717299578059,0.499034282955,0.525139664804,0.40074906367,0.466379380438,0.184716361932,0.499517141478,0.525139664804,0.40074906367,0.466379380438,0.0736052508204,0.501448575567,0.651769087523,0.569288389513,0.622245711034,0.185654008439,0.5,0.651769087523,0.569288389513,0.622245711034,1
0.0726676043132,0.5,0.588454376164,0.488764044944,0.58329945524,0.184716361932,0.500241429261,0.588454376164,0.488764044944,0.58329945524,0.0726676043132,0.5,0.610800744879,0.492509363296,0.570778112042,0.184247538678,0.500482858522,0.610800744879,0.492509363296,0.570778112042,0.0726676043132,0.500482858522,0.40782122905,0.458801498127,0.410521180584,0.183309892171,0.499275712216,0.40782122905,0.458801498127,0.410521180584,0.0717299578059,0.499034282955,0.525139664804,0.40074906367,0.466379380438,0.184716361932,0.499517141478,0.525139664804,0.40074906367,0.466379380438,1
0.0736052508204,0.500482858522,0.608938547486,0.445692883895,0.548012033499,0.189404594468,0.502414292612,0.608938547486,0.445692883895,0.548012033499,0.0726676043132,0.5,0.588454376164,0.488764044944,0.58329945524,0.184716361932,0.500241429261,0.588454376164,0.488764044944,0.58329945524,0.0726676043132,0.5,0.610800744879,0.492509363296,0.570778112042,0.184247538678,0.500482858522,0.610800744879,0.492509363296,0.570778112042,0.0726676043132,0.500482858522,0.40782122905,0.458801498127,0.410521180584,0.183309892171,0.499275712216,0.40782122905,0.458801498127,0.410521180584,2
0.0740740740741,0.500241429261,0.655493482309,0.511235955056,0.603951540776,0.193624003751,0.502172863351,0.655493482309,0.511235955056,0.603951540776,0.0736052508204,0.500482858522,0.608938547486,0.445692883895,0.548012033499,0.189404594468,0.502414292612,0.608938547486,0.445692883895,0.548012033499,0.0726676043132,0.5,0.588454376164,0.488764044944,0.58329945524,0.184716361932,0.500241429261,0.588454376164,0.488764044944,0.58329945524,0.0726676043132,0.5,0.610800744879,0.492509363296,0.570778112042,0.184247538678,0.500482858522,0.610800744879,0.492509363296,0.570778112042,2
0.0759493670886,0.500965717045,0.728119180633,0.544943820225,0.660378892593,0.201593999062,0.504104297441,0.728119180633,0.544943820225,0.660378892593,0.0740740740741,0.500241429261,0.655493482309,0.511235955056,0.603951540776,0.193624003751,0.502172863351,0.655493482309,0.511235955056,0.603951540776,0.0736052508204,0.500482858522,0.608938547486,0.445692883895,0.548012033499,0.189404594468,0.502414292612,0.608938547486,0.445692883895,0.548012033499,0.0726676043132,0.5,0.588454376164,0.488764044944,0.58329945524,0.184716361932,0.500241429261,0.588454376164,0.488764044944,0.58329945524,3
0.0750117205813,0.499517141478,0.56052141527,0.48127340824,0.549394259696,0.209563994374,0.504104297441,0.56052141527,0.48127340824,0.549394259696,0.0759493670886,0.500965717045,0.728119180633,0.544943820225,0.660378892593,0.201593999062,0.504104297441,0.728119180633,0.544943820225,0.660378892593,0.0740740740741,0.500241429261,0.655493482309,0.511235955056,0.603951540776,0.193624003751,0.502172863351,0.655493482309,0.511235955056,0.603951540776,0.0736052508204,0.500482858522,0.608938547486,0.445692883895,0.548012033499,0.189404594468,0.502414292612,0.608938547486,0.445692883895,0.548012033499,3
0.075480543835,0.500241429261,0.54748603352,0.50936329588,0.571184649159,0.208626347867,0.499517141478,0.54748603352,0.50936329588,0.571184649159,0.0750117205813,0.499517141478,0.56052141527,0.48127340824,0.549394259696,0.209563994374,0.504104297441,0.56052141527,0.48127340824,0.549394259696,0.0759493670886,0.500965717045,0.728119180633,0.544943820225,0.660378892593,0.201593999062,0.504104297441,0.728119180633,0.544943820225,0.660378892593,0.0740740740741,0.500241429261,0.655493482309,0.511235955056,0.603951540776,0.193624003751,0.502172863351,0.655493482309,0.511235955056,0.603951540776,2
0.0782934833568,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.211439287389,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.075480543835,0.500241429261,0.54748603352,0.50936329588,0.571184649159,0.208626347867,0.499517141478,0.54748603352,0.50936329588,0.571184649159,0.0750117205813,0.499517141478,0.56052141527,0.48127340824,0.549394259696,0.209563994374,0.504104297441,0.56052141527,0.48127340824,0.549394259696,0.0759493670886,0.500965717045,0.728119180633,0.544943820225,0.660378892593,0.201593999062,0.504104297441,0.728119180633,0.544943820225,0.660378892593,2
0.0811064228786,0.501448575567,0.435754189944,0.389513108614,0.429303195382,0.209563994374,0.499034282955,0.435754189944,0.389513108614,0.429303195382,0.0782934833568,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.211439287389,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.075480543835,0.500241429261,0.54748603352,0.50936329588,0.571184649159,0.208626347867,0.499517141478,0.54748603352,0.50936329588,0.571184649159,0.0750117205813,0.499517141478,0.56052141527,0.48127340824,0.549394259696,0.209563994374,0.504104297441,0.56052141527,0.48127340824,0.549394259696,2
0.0721987810595,0.495412844037,0.590316573557,0.507490636704,0.558825920807,0.208157524613,0.499275712216,0.590316573557,0.507490636704,0.558825920807,0.0811064228786,0.501448575567,0.435754189944,0.389513108614,0.429303195382,0.209563994374,0.499034282955,0.435754189944,0.389513108614,0.429303195382,0.0782934833568,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.211439287389,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.075480543835,0.500241429261,0.54748603352,0.50936329588,0.571184649159,0.208626347867,0.499517141478,0.54748603352,0.50936329588,0.571184649159,2
0.0721987810595,0.5,0.616387337058,0.479400749064,0.578421009838,0.20909517112,0.500482858522,0.616387337058,0.479400749064,0.578421009838,0.0721987810595,0.495412844037,0.590316573557,0.507490636704,0.558825920807,0.208157524613,0.499275712216,0.590316573557,0.507490636704,0.558825920807,0.0811064228786,0.501448575567,0.435754189944,0.389513108614,0.429303195382,0.209563994374,0.499034282955,0.435754189944,0.389513108614,0.429303195382,0.0782934833568,0.501448575567,0.648044692737,0.507490636704,0.600861858688,0.211439287389,0.501448575567,0.648044692737,0.507490636704,0.600861858688,2
0.0764181903422,0.502172863351,0.659217877095,0.520599250936,0.599317017644,0.225035161744,0.508208594882,0.659217877095,0.520599250936,0.599317017644,0.0721987810595,0.5,0.616387337058,0.479400749064,0.578421009838,0.20909517112,0.500482858522,0.616387337058,0.479400749064,0.578421009838,0.0721987810595,0.495412844037,0.590316573557,0.507490636704,0.558825920807,0.208157524613,0.499275712216,0.590316573557,0.507490636704,0.558825920807,0.0811064228786,0.501448575567,0.435754189944,0.389513108614,0.429303195382,0.209563994374,0.499034282955,0.435754189944,0.389513108614,0.429303195382,3
0.0839193624004,0.50386286818,0.640595903166,0.486891385768,0.597365639483,0.231598687295,0.503380009657,0.640595903166,0.486891385768,0.597365639483,0.0764181903422,0.502172863351,0.659217877095,0.520599250936,0.599317017644,0.225035161744,0.508208594882,0.659217877095,0.520599250936,0.599317017644,0.0721987810595,0.5,0.616387337058,0.479400749064,0.578421009838,0.20909517112,0.500482858522,0.616387337058,0.479400749064,0.578421009838,0.0721987810595,0.495412844037,0.590316573557,0.507490636704,0.558825920807,0.208157524613,0.499275712216,0.590316573557,0.507490636704,0.558825920807,3
0.0848570089076,0.500482858522,0.607076350093,0.425093632959,0.53573461257,0.240975152368,0.504828585225,0.607076350093,0.425093632959,0.53573461257,0.0839193624004,0.50386286818,0.640595903166,0.486891385768,0.597365639483,0.231598687295,0.503380009657,0.640595903166,0.486891385768,0.597365639483,0.0764181903422,0.502172863351,0.659217877095,0.520599250936,0.599317017644,0.225035161744,0.508208594882,0.659217877095,0.520599250936,0.599317017644,0.0721987810595,0.5,0.616387337058,0.479400749064,0.578421009838,0.20909517112,0.500482858522,0.616387337058,0.479400749064,0.578421009838,4
0.0890764181903,0.502172863351,0.618249534451,0.455056179775,0.556386698106,0.256915142991,0.508208594882,0.618249534451,0.455056179775,0.556386698106,0.0848570089076,0.500482858522,0.607076350093,0.425093632959,0.53573461257,0.240975152368,0.504828585225,0.607076350093,0.425093632959,0.53573461257,0.0839193624004,0.50386286818,0.640595903166,0.486891385768,0.597365639483,0.231598687295,0.503380009657,0.640595903166,0.486891385768,0.597365639483,0.0764181903422,0.502172863351,0.659217877095,0.520599250936,0.599317017644,0.225035161744,0.508208594882,0.659217877095,0.520599250936,0.599317017644,4
0.0975152367557,0.504345726702,0.707635009311,0.831460674157,0.75445158143,0.273792780122,0.508691453404,0.707635009311,0.831460674157,0.75445158143,0.0890764181903,0.502172863351,0.618249534451,0.455056179775,0.556386698106,0.256915142991,0.508208594882,0.618249534451,0.455056179775,0.556386698106,0.0848570089076,0.500482858522,0.607076350093,0.425093632959,0.53573461257,0.240975152368,0.504828585225,0.607076350093,0.425093632959,0.53573461257,0.0839193624004,0.50386286818,0.640595903166,0.486891385768,0.597365639483,0.231598687295,0.503380009657,0.640595903166,0.486891385768,0.597365639483,4
0.113455227379,0.504345726702,0.588454376164,0.423220973783,0.52727864054,0.295358649789,0.505070014486,0.588454376164,0.423220973783,0.52727864054,0.105016408814,0.50386286818,0.603351955307,0.462546816479,0.552646556631,0.285513361463,0.506035731531,0.603351955307,0.462546816479,0.552646556631,0.0975152367557,0.504345726702,0.707635009311,0.831460674157,0.75445158143,0.273792780122,0.508691453404,0.707635009311,0.831460674157,0.75445158143,0.0890764181903,0.502172863351,0.618249534451,0.455056179775,0.556386698106,0.256915142991,0.508208594882,0.618249534451,0.455056179775,0.556386698106,4
0.11486169714,0.500724287784,0.502793296089,0.359550561798,0.455484185706,0.299109235818,0.50193143409,0.502793296089,0.359550561798,0.455484185706,0.113455227379,0.504345726702,0.588454376164,0.423220973783,0.52727864054,0.295358649789,0.505070014486,0.588454376164,0.423220973783,0.52727864054,0.105016408814,0.50386286818,0.603351955307,0.462546816479,0.552646556631,0.285513361463,0.506035731531,0.603351955307,0.462546816479,0.552646556631,0.0975152367557,0.504345726702,0.707635009311,0.831460674157,0.75445158143,0.273792780122,0.508691453404,0.707635009311,0.831460674157,0.75445158143,4
0.117674636662,0.501448575567,0.527001862197,0.537453183521,0.524514188145,0.298171589311,0.499517141478,0.527001862197,0.537453183521,0.524514188145,0.11486169714,0.500724287784,0.502793296089,0.359550561798,0.455484185706,0.299109235818,0.50193143409,0.502793296089,0.359550561798,0.455484185706,0.113455227379,0.504345726702,0.588454376164,0.423220973783,0.52727864054,0.295358649789,0.505070014486,0.588454376164,0.423220973783,0.52727864054,0.105016408814,0.50386286818,0.603351955307,0.462546816479,0.552646556631,0.285513361463,0.506035731531,0.603351955307,0.462546816479,0.552646556631,3
0.122362869198,0.502414292612,0.685288640596,0.559925093633,0.667696560696,0.298640412564,0.500241429261,0.685288640596,0.559925093633,0.667696560696,0.117674636662,0.501448575567,0.527001862197,0.537453183521,0.524514188145,0.298171589311,0.499517141478,0.527001862197,0.537453183521,0.524514188145,0.11486169714,0.500724287784,0.502793296089,0.359550561798,0.455484185706,0.299109235818,0.50193143409,0.502793296089,0.359550561798,0.455484185706,0.113455227379,0.504345726702,0.588454376164,0.423220973783,0.52727864054,0.295358649789,0.505070014486,0.588454376164,0.423220973783,0.52727864054,3
0.121425222691,0.499517141478,0.657355679702,0.511235955056,0.608748678755,0.303328645101,0.502414292612,0.657355679702,0.511235955056,0.608748678755,0.122362869198,0.502414292612,0.685288640596,0.559925093633,0.667696560696,0.298640412564,0.500241429261,0.685288640596,0.559925093633,0.667696560696,0.117674636662,0.501448575567,0.527001862197,0.537453183521,0.524514188145,0.298171589311,0.499517141478,0.527001862197,0.537453183521,0.524514188145,0.11486169714,0.500724287784,0.502793296089,0.359550561798,0.455484185706,0.299109235818,0.50193143409,0.502793296089,0.359550561798,0.455484185706,4
0.147210501641,0.513278609367,0.679702048417,0.477528089888,0.605577689243,0.347398030942,0.522694350555,0.679702048417,0.477528089888,0.605577689243,0.121425222691,0.499517141478,0.657355679702,0.511235955056,0.608748678755,0.303328645101,0.502414292612,0.657355679702,0.511235955056,0.608748678755,0.122362869198,0.502414292612,0.685288640596,0.559925093633,0.667696560696,0.298640412564,0.500241429261,0.685288640596,0.559925093633,0.667696560696,0.117674636662,0.501448575567,0.527001862197,0.537453183521,0.524514188145,0.298171589311,0.499517141478,0.527001862197,0.537453183521,0.524514188145,4
0.157993436474,0.505552873008,0.595903165736,0.453183520599,0.551996097244,0.366150961088,0.509657170449,0.595903165736,0.453183520599,0.551996097244,0.147210501641,0.513278609367,0.679702048417,0.477528089888,0.605577689243,0.347398030942,0.522694350555,0.679702048417,0.477528089888,0.605577689243,0.121425222691,0.499517141478,0.657355679702,0.511235955056,0.608748678755,0.303328645101,0.502414292612,0.657355679702,0.511235955056,0.608748678755,0.122362869198,0.502414292612,0.685288640596,0.559925093633,0.667696560696,0.298640412564,0.500241429261,0.685288640596,0.559925093633,0.667696560696,4
0.157993436474,0.5,0.571694599628,0.389513108614,0.508659240589,0.368963900609,0.501448575567,0.571694599628,0.389513108614,0.508659240589,0.157993436474,0.505552873008,0.595903165736,0.453183520599,0.551996097244,0.366150961088,0.509657170449,0.595903165736,0.453183520599,0.551996097244,0.147210501641,0.513278609367,0.679702048417,0.477528089888,0.605577689243,0.347398030942,0.522694350555,0.679702048417,0.477528089888,0.605577689243,0.121425222691,0.499517141478,0.657355679702,0.511235955056,0.608748678755,0.303328645101,0.502414292612,0.657355679702,0.511235955056,0.608748678755,3
0.157055789967,0.499517141478,0.569832402235,0.436329588015,0.517359134889,0.369432723863,0.500241429261,0.569832402235,0.436329588015,0.517359134889,0.157993436474,0.5,0.571694599628,0.389513108614,0.508659240589,0.368963900609,0.501448575567,0.571694599628,0.389513108614,0.508659240589,0.157993436474,0.505552873008,0.595903165736,0.453183520599,0.551996097244,0.366150961088,0.509657170449,0.595903165736,0.453183520599,0.551996097244,0.147210501641,0.513278609367,0.679702048417,0.477528089888,0.605577689243,0.347398030942,0.522694350555,0.679702048417,0.477528089888,0.605577689243,3
0.162212845757,0.502655721873,0.677839851024,0.52808988764,0.630620375641,0.38068448195,0.505794302269,0.677839851024,0.52808988764,0.630620375641,0.157055789967,0.499517141478,0.569832402235,0.436329588015,0.517359134889,0.369432723863,0.500241429261,0.569832402235,0.436329588015,0.517359134889,0.157993436474,0.5,0.571694599628,0.389513108614,0.508659240589,0.368963900609,0.501448575567,0.571694599628,0.389513108614,0.508659240589,0.157993436474,0.505552873008,0.595903165736,0.453183520599,0.551996097244,0.366150961088,0.509657170449,0.595903165736,0.453183520599,0.551996097244,4
0.165494608533,0.501690004829,0.64990689013,0.520599250936,0.615285795593,0.394749179559,0.507242877837,0.64990689013,0.520599250936,0.615285795593,0.162212845757,0.502655721873,0.677839851024,0.52808988764,0.630620375641,0.38068448195,0.505794302269,0.677839851024,0.52808988764,0.630620375641,0.157055789967,0.499517141478,0.569832402235,0.436329588015,0.517359134889,0.369432723863,0.500241429261,0.569832402235,0.436329588015,0.517359134889,0.157993436474,0.5,0.571694599628,0.389513108614,0.508659240589,0.368963900609,0.501448575567,0.571694599628,0.389513108614,0.508659240589,4
