"Date","danger_ratings","squam_SWE","Squam_Daily_tot_precip","Squam_Two_day_tot_precip","Squam_Three_day_tot_precip","nos_SWE","Nos_Daily_tot_precip","Nos_Two_day_tot_precip","Nos_Three_day_tot_precip","squam_daily_max_temp","squam_daily_min_temp","squam_daily_mean_temp","squam_two_day_max_temp","squam_two_day_min_temp","squam_two_day_mean_temp","squam_three_day_max_temp","squam_three_day_min_temp","squam_three_day_mean_temp","nos_daily_max_temp","nos_daily_min_temp","nos_daily_mean_temp","nos_two_day_max_temp","nos_two_day_min_temp","nos_two_day_mean_temp","nos_three_day_max_temp","nos_three_day_min_temp","nos_three_day_mean_temp","Daily_max_wind","Daily_mean_wind","Two_Day_max_wind","Two_Day_mean_wind","Three_Day_max_wind","Three_Day_mean_wind"
2011-11-17,3,-1.54260215629434,1.29414635915287,0.680659257545695,0.171985917282292,-1.54260215629434,1.18382251179339,0.983617561974725,0.31801021342162,-0.782467942870627,-1.4987759678895,-1.18112746869958,-0.782467942870627,-1.7546002625391,-1.36180337679586,-0.769676728138147,-1.7546002625391,-1.37690411641059,-0.459554610228871,-1.28831795340696,-0.864695375996092,-0.459554610228871,-1.28831795340696,-0.879286279925283,-0.459554610228871,-1.59180875513414,-0.945593832225721,3.26360522460867,0.48257650401937,3.26360522460867,-0.149475477932743,3.26360522460867,-0.236558195446145
2011-11-18,3,-1.54260215629434,-0.744270135668101,0.333961115563728,0.171985917282292,-1.54260215629434,-0.755371948596347,0.27595813549723,0.385129018489568,-0.667347010278308,-1.72901783307414,-1.4641330946557,-0.667347010278308,-1.72901783307414,-1.32263028167764,-0.667347010278308,-1.7546002625391,-1.39591328274914,-1.28831795340696,-1.86028138743127,-1.67546327099484,-0.459554610228871,-1.86028138743127,-1.27007932349547,-0.459554610228871,-1.86028138743127,-1.1446786102818,1.2410388823619,-0.41072363047295,3.26360522460867,0.0359264367732098,3.26360522460867,-0.236558195446145
2011-11-19,3,-1.54260215629434,-0.744270135668101,-0.90424653437188,-0.0899075657957093,-1.54260215629434,-0.47834416854067,-0.785531004219011,-0.0175838119181186,-0.552226077685989,-2.44532585809301,-1.82761677997034,-0.552226077685989,-2.44532585809301,-1.64587493731302,-0.552226077685989,-2.44532585809301,-1.49095911444187,-1.06653621368324,-2.88748102404636,-2.19927672205282,-1.06653621368324,-2.88748102404636,-1.93736999652383,-0.459554610228871,-2.88748102404636,-1.57981178968125,0.432012345463201,-0.174757557210828,1.2410388823619,-0.292740593841889,3.26360522460867,-0.0343015612214687
2011-11-20,2,-1.54260215629434,-0.744270135668101,-0.90424653437188,-1.02524143393144,-1.54260215629434,-0.47834416854067,-0.608616147599637,-0.823009472733492,-1.35807260583222,-2.16391913397845,-1.90329813380417,-0.552226077685989,-2.44532585809301,-1.86545745688726,-0.552226077685989,-2.44532585809301,-1.73168266947674,-0.80973630452947,-1.8019177717145,-1.34327702487358,-0.80973630452947,-2.88748102404636,-1.7712768734632,-0.80973630452947,-2.88748102404636,-1.73933900597375,0.432012345463201,-0.781527459884856,0.432012345463201,-0.478142508547842,1.2410388823619,-0.455669549189544
2011-11-21,3,-1.52064429894318,-0.0104401975325527,-0.458491780395061,-0.688521241402576,-1.52064429894318,-0.201316388484993,-0.431701290980264,-0.554534252461701,-1.0510834522527,-1.89530362459637,-1.4694627674609,-1.0510834522527,-2.16391913397845,-1.68638045063254,-0.552226077685989,-2.44532585809301,-1.73345922707847,-0.611300011092464,-1.06653621368324,-0.916249903212569,-0.611300011092464,-1.8019177717145,-1.12976346404307,-0.611300011092464,-2.88748102404636,-1.48626788337965,-1.18604072833421,-1.18604072833421,0.432012345463201,-0.983784094109532,0.432012345463201,-0.714108581809963
2011-11-22,5,-1.40109596447575,3.251026194181,1.96839521347873,1.14473314014345,-1.40109596447575,5.47775310265638,3.37196812633627,2.33157436546005,-0.590599721883429,-1.10224831118262,-0.864544904070706,-0.590599721883429,-1.89530362459637,-1.1670038357658,-0.590599721883429,-2.16391913397845,-1.41243526844526,-0.319481932508632,-0.751372688812703,-0.528618222160378,-0.319481932508632,-1.06653621368324,-0.722434062686473,-0.319481932508632,-1.8019177717145,-0.929381716748841,3.26360522460867,0.6511236992066,3.26360522460867,-0.267458514563804,3.26360522460867,-0.438814829670821
2011-11-23,4,-1.35962001170134,0.641853080810154,2.36462166145812,1.78076017047575,-1.35962001170134,-0.616858058568508,3.10659584140721,2.26445556039211,-0.705720654475748,-0.948753734392865,-0.872539413278506,-0.590599721883429,-1.10224831118262,-0.868542158674606,-0.590599721883429,-1.89530362459637,-1.06884902827004,-0.494572779658931,-0.763045411956057,-0.622972734235817,-0.319481932508632,-0.763045411956057,-0.575795478198098,-0.319481932508632,-1.06653621368324,-0.689280286536255,2.45457868770996,-0.0904839596172127,3.26360522460867,0.280319869794693,3.26360522460867,-0.208466996248273
2011-11-24,4,-1.34986096398971,-0.418123496496747,0.135847891574032,1.5936933968486,-1.34986096398971,-0.0628024984571547,-0.431701290980264,2.33157436546005,-1.07666588171766,-1.33249017636726,-1.21470440737234,-0.705720654475748,-1.33249017636726,-1.04362191032542,-0.590599721883429,-1.33249017636726,-0.983929574907185,-0.657990903665877,-0.984827151679769,-0.899713545426152,-0.494572779658931,-0.984827151679769,-0.761343139830985,-0.319481932508632,-0.984827151679769,-0.683768167274116,2.45457868770996,0.684833138244046,2.45457868770996,0.297174589313416,3.26360522460867,0.415157625944478
2011-11-25,4,-1.30594524928739,0.723389740602996,0.185376197571454,0.433879400360296,-1.30594524928739,-0.0628024984571547,-0.0778715777415166,-0.353177837257858,-0.654555795545828,-1.72901783307414,-1.1390230535385,-0.654555795545828,-1.72901783307414,-1.17686373045542,-0.654555795545828,-1.72901783307414,-1.07542229139645,-0.576281841662404,-1.01984532110983,-0.793199946743053,-0.576281841662404,-1.01984532110983,-0.846456746084602,-0.494572779658931,-1.01984532110983,-0.771962075468341,1.64555215081126,0.263465150275971,2.45457868770996,0.474149144260008,2.45457868770996,0.285938109634268
2011-11-26,4,-1.2717885822967,0.397243101431642,0.680659257545695,0.321639336184011,-1.2717885822967,1.04530862176555,0.629787848735978,0.452247823557516,-0.744094298673187,-1.31969896163478,-1.10224831118262,-0.654555795545828,-1.72901783307414,-1.12063568236056,-0.654555795545828,-1.72901783307414,-1.15199192403116,0.00735431550526074,-0.91479081281965,-0.528131858696072,0.00735431550526074,-1.01984532110983,-0.660665902719562,0.00735431550526074,-1.01984532110983,-0.740348450288425,1.64555215081126,0.229755711238524,1.64555215081126,0.246610430757247,2.45457868770996,0.392684666586181
