date,danger_rating,wind_daily_avg,wind_daily_max,wind_avg_dir,SWE_squam,daily_tot_precip_squam,two_day_tot_precip_squam,three_day_tot_precip_squam,daily_max_temp_squam,daily_min_temp_squam,daily_mean_temp_squam,two_day_max_temp_squam,two_day_min_temp_squam,two_day_mean_temp_squam,three_day_max_temp_squam,three_day_min_temp_squam,three_day_mean_temp_squam,SWE_nos,daily_tot_precip_nos,two_day_tot_precip_nos,three_day_tot_precip_nos,daily_max_temp_nos,daily_min_temp_nos,daily_mean_temp_nos,two_day_max_temp_nos,two_day_min_temp_nos,two_day_mean_temp_nos,three_day_max_temp_nos,three_day_min_temp_nos,three_day_mean_temp_nos,month,two_day_mean_wind,two_day_max_wind,three_day_mean_wind,three_day_max_wind
2016-01-29T00:00:00Z,3,0.0486941313642,0.124856711916,0.41087962963,0.180806877113421,0.0246757853716476,1.89850930260678,1.47863442995204,-0.667347010278308,-0.948753734392865,-0.871473478717466,-0.155698420979114,-0.948753734392865,-0.611385445823709,-0.142907206246634,-0.948753734392865,-0.524689434859123,0.392165345848926,0.114610614658287,1.78561799959557,1.46002169660096,-0.181755748603695,-0.181954851312132,-0.181839656173679,-0.18158508913932,-0.181954851312132,-0.181764281576913,-0.181408741026133,-0.181954851312132,-0.181709765359127,-1.57741233933088,0.1807792460161002,0.349924585219,0.19656561730773336,0.349924585219
2016-02-20T00:00:00Z,3,0.100505246794,0.0800301659125,0.453009259259,0.677595269802339,0.135299977322195,0.606517635469445,0.675135398083126,-0.51385243348855,-1.02550102278774,-0.831500932678466,-0.51385243348855,-1.02550102278774,-0.773940466382307,-0.46268757455863,-1.02550102278774,-0.715847032805627,0.676495113797268,-0.720095196055045,-0.679698991885243,-0.529020129095958,-0.18160784373457,-0.18194916266332,-0.181811212929617,-0.181545268597632,-0.18194916266332,-0.181762977928227,-0.181545268597632,-0.18194916266332,-0.181727858422711,-1.28682298024836,0.0745996890791002,0.124856711916,0.15402124627540004,0.349924585219
2016-01-12T00:00:00Z,4,0.0387640886125,0.0879788838612,0.554976851852,-0.27370165236793,0.743733033050204,0.247631061264628,-0.0175361811142139,-0.628973366080869,-0.872006445997986,-0.746226167795267,-0.628973366080869,-1.23016045850742,-0.890393817175926,0.0233785852756045,-1.48598475315702,-0.939515634863852,-0.121623533075272,0.281551776800953,0.0393517972966596,-0.0700104770120546,-0.18158508913932,-0.181727305359632,-0.181680136979895,-0.18158508913932,-0.182136888074132,-0.181787391712714,-0.18158508913932,-0.182432697812382,-0.181902073292594,-1.57741233933088,0.2368324912552502,0.530920060332,0.19139007643483338,0.530920060332
2017-12-17T00:00:00Z,2,0.059463661096,0.280542986425,0.462615740741,-0.42520449552838,0.688420937074931,0.175853746423665,-0.072949907450001,-0.808050372335587,-1.0510834522527,-0.958880112722745,-0.808050372335587,-1.28132531743734,-1.00289329442336,-0.130115991514154,-1.28132531743734,-0.815877832097253,-0.291223745535687,0.615434101086286,0.347516421231761,0.0829927403492464,-0.181579400490507,-0.18181263509182,-0.181673974277015,-0.181579400490507,-0.182171019967007,-0.181816664551395,-0.18128927940107,-0.182171019967007,-0.181762464369654,1.61907061057685,0.11581811115450019,0.280542986425,0.12682990024633337,0.297134238311
2015-12-28T00:00:00Z,2,0.0101515740381,0.0234690799397,0.343055555556,-0.296603244938696,-0.473133078405815,0.28351971868511,0.0655844083894669,-0.667347010278308,-1.89530362459637,-1.38738580626082,-0.667347010278308,-1.89530362459637,-1.35594073671014,-0.667347010278308,-2.33020492550069,-1.52347011855359,-0.196447156219573,-0.720095196055045,-0.474255909261842,-0.0700104770120546,-0.181920719419257,-0.182466829705256,-0.182232409968775,-0.181795569145382,-0.182466829705256,-0.182070757531687,-0.181795569145382,-0.182677309711319,-0.182131989515432,1.61907061057685,0.020625728721350184,0.042730015083,0.05974089908023336,0.221719457014
2016-01-13T00:00:00Z,3,0.00875242907112,0.0469230769231,0.533333333333,-0.226136806259417,1.02029351292657,1.14484749677667,0.70284226125102,-0.130115991514154,-0.744094298673187,-0.594863460127589,-0.130115991514154,-0.872006445997986,-0.670544813961428,-0.130115991514154,-1.23016045850742,-0.791883698159813,-0.116635291532319,-0.0523305474843795,0.14207333860836,0.00649113166859588,-0.18167610752032,-0.181863832931132,-0.181746504549374,-0.18158508913932,-0.181863832931132,-0.181713320764635,-0.18158508913932,-0.182136888074132,-0.181773762658268,-1.57741233933088,0.05522153128656018,0.136998491704,0.050993652027540026,0.136998491704
2016-01-11T00:00:00Z,1,0.0289312087058,0.0519457013575,0.425347222222,-0.312458193641534,-0.362508886455268,-0.506030744565487,-0.599380307639979,-0.628973366080869,-1.23016045850742,-1.03456146655658,0.0233785852756045,-1.48598475315702,-1.03616036839814,0.0745434442055239,-1.48598475315702,-0.997431412680358,-0.161529465418899,-0.219271709627046,-0.268812826638442,-0.529020129095958,-0.18165335292507,-0.182136888074132,-0.181894646445533,-0.18165335292507,-0.182432697812382,-0.182013041448943,-0.18165335292507,-0.182432697812382,-0.182087270415045,-1.57741233933088,0.01884181888846019,0.0519457013575,0.04645809042630669,0.136998491704
2016-01-16T00:00:00Z,3,0.0552739992227,0.123182503771,0.426041666667,-0.187380264985813,0.799045129025478,0.247631061264628,0.0101706820536797,-0.667347010278308,-1.08945709645014,-0.887995464413586,-0.50106121875607,-1.66506175941174,-1.04335542668516,-0.50106121875607,-1.66506175941174,-1.0091566928518,-0.0567763930168782,0.615434101086286,0.24479487992006,0.0829927403492464,-0.181647664276257,-0.182028803746694,-0.181827804821986,-0.181647664276257,-0.182557848086256,-0.182025603881737,-0.181647664276257,-0.182557848086256,-0.181976025727156,-1.57741233933088,0.09305868635835018,0.123182503771,0.06823034071773336,0.123182503771
2019-04-04T00:00:00Z,2,0.17605907501,0.268476621418,0.512615740741,0.911896178410943,0.190612073297468,0.355297033526073,0.287239313732616,0.0361698000080843,-0.50106121875607,-0.382209515200111,0.48386231564488,-0.641764580813348,-0.337173779996171,0.598983248237198,-0.641764580813348,-0.226227757767926,0.666518630711362,0.281551776800953,-0.268812826638442,0.235995957710547,-0.18142580697257,-0.181710239413195,-0.18158200778788,-0.181351854538008,-0.181755748603695,-0.181596347923428,-0.181300656698695,-0.182091378883632,-0.181649481483517,-0.705644262083319,0.1156665371163502,0.268476621418,0.1207254825755667,0.268476621418
2016-01-30T00:00:00Z,3,0.0670384764866,0.104736048265,0.47025462963,0.201946808717205,0.301236265248016,0.211742403844146,1.61716874579151,-0.923171304927905,-1.19178681430998,-1.10278127846314,-0.667347010278308,-1.19178681430998,-0.987127378590305,-0.155698420979114,-1.19178681430998,-0.77518405670352,0.392165345848926,-0.887036358197711,-0.474255909261842,0.924510435836402,-0.181818323740632,-0.181983294556194,-0.181910290229767,-0.181755748603695,-0.181983294556194,-0.181874973201723,-0.18158508913932,-0.181983294556194,-0.181812951127865,-1.57741233933088,0.1250466381658002,0.56862745098,0.08841689338013337,0.56862745098
