"Date","Daily_max_wind","Daily_mean_wind","Two_Day_max_wind","Two_Day_mean_wind","Three_Day_max_wind","Three_Day_mean_wind"
2011-01-01,0.432012345463201,-0.545561386622734,0.432012345463201,-0.545561386622734,0.432012345463201,-0.545561386622734
2011-01-02,0.432012345463201,-0.545561386622734,0.432012345463201,-0.545561386622734,0.432012345463201,-0.545561386622734
2011-01-03,0.432012345463201,-0.511851947585288,0.432012345463201,-0.52870666710401,0.432012345463201,-0.534324906943585
2011-01-04,-0.377014191435503,-0.91636521603464,0.432012345463201,-0.714108581809964,0.432012345463201,-0.65792618341422
2011-01-05,-1.18604072833421,-1.18604072833421,-0.377014191435503,-1.05120297218442,0.432012345463201,-0.871419297318045
2011-01-06,-0.377014191435503,-1.15233128929676,-0.377014191435503,-1.16918600881548,-0.377014191435503,-1.08491241122187
2011-01-07,2.45457868770996,0.752252016318938,2.45457868770996,-0.200039636488912,2.45457868770996,-0.528706667104011
2011-01-08,1.2410388823619,-0.174757557210827,2.45457868770996,0.288747229554055,2.45457868770996,-0.191612276729551
2011-01-09,1.64555215081126,0.415157625944478,1.64555215081126,0.120200034366825,2.45457868770996,0.330884028350863
2011-01-10,0.432012345463201,-0.309595313360611,1.64555215081126,0.0527811562919331,1.64555215081126,-0.0230650815423204
2011-01-11,-0.377014191435503,-0.815236898922302,0.432012345463201,-0.562416106141457,1.64555215081126,-0.236558195446145
2011-01-12,3.26360522460867,0.499431223538093,3.26360522460867,-0.157902837692104,3.26360522460867,-0.208466996248274
2011-01-13,1.64555215081126,-0.899510496515917,3.26360522460867,-0.200039636488912,3.26360522460867,-0.405105390633375
2011-01-14,1.64555215081126,-0.933219935553363,1.64555215081126,-0.91636521603464,3.26360522460867,-0.444433069510396
2011-01-15,-1.18604072833421,-1.18604072833421,1.64555215081126,-1.05963033194379,1.64555215081126,-1.00625705346783
2011-01-16,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,1.64555215081126,-1.10176713074059
2011-01-17,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421
2011-01-18,0.432012345463201,-1.11862185025932,0.432012345463201,-1.15233128929676,0.432012345463201,-1.16356776897591
2011-01-19,1.2410388823619,-0.680399142772518,1.2410388823619,-0.899510496515917,1.2410388823619,-0.99502057378868
2011-01-20,0.432012345463201,-0.882655776997194,1.2410388823619,-0.781527459884856,1.2410388823619,-0.893892256676342
2011-01-21,-0.377014191435503,-1.05120297218442,0.432012345463201,-0.966929374590809,1.2410388823619,-0.871419297318045
2011-01-22,1.2410388823619,-0.680399142772518,1.2410388823619,-0.865801057478471,1.2410388823619,-0.871419297318045
2011-01-23,0.432012345463201,-1.05120297218442,1.2410388823619,-0.865801057478471,1.2410388823619,-0.927601695713788
2011-01-24,-1.18604072833421,-1.18604072833421,0.432012345463201,-1.11862185025932,1.2410388823619,-0.972547614430383
2011-01-25,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,0.432012345463201,-1.14109480961761
2011-01-26,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421
2011-01-27,0.432012345463201,-1.11862185025932,0.432012345463201,-1.15233128929676,0.432012345463201,-1.16356776897591
2011-01-28,-1.18604072833421,-1.18604072833421,0.432012345463201,-1.15233128929676,0.432012345463201,-1.16356776897591
2011-01-29,-1.18604072833421,-1.18604072833421,-1.18604072833421,-1.18604072833421,0.432012345463201,-1.16356776897591
2011-01-30,3.26360522460867,-0.528706667104011,3.26360522460867,-0.857373697719109,3.26360522460867,-0.966929374590809
2011-01-31,1.2410388823619,-0.41072363047295,3.26360522460867,-0.46971514878848,3.26360522460867,-0.708490341970389
2011-02-01,0.432012345463201,-0.478142508547842,1.2410388823619,-0.444433069510396,3.26360522460867,-0.472524268708267
2011-02-02,0.432012345463201,-0.511851947585288,0.432012345463201,-0.494997228066564,1.2410388823619,-0.466906028868693
2011-02-03,-0.377014191435503,-0.950074655072086,0.432012345463201,-0.730963301328687,0.432012345463201,-0.646689703735072
2011-02-04,2.45457868770996,0.769106735837661,2.45457868770996,-0.0904839596172125,2.45457868770996,-0.230939955606571
2011-02-05,1.2410388823619,-0.478142508547842,2.45457868770996,0.14548211364491,2.45457868770996,-0.219703475927422
2011-02-06,0.432012345463201,-1.08491241122187,1.2410388823619,-0.781527459884856,2.45457868770996,-0.264649394644017
2011-02-07,0.432012345463201,-0.511851947585288,0.432012345463201,-0.798382179403579,1.2410388823619,-0.691635622451666
2011-02-08,1.64555215081126,0.583704821131708,1.64555215081126,0.0359264367732101,1.64555215081126,-0.337686512558483
2011-02-09,1.2410388823619,-0.141048118173381,1.64555215081126,0.221328351479163,1.64555215081126,-0.0230650815423204
2011-02-10,0.432012345463201,-0.377014191435503,1.2410388823619,-0.259031154804442,1.64555215081126,0.0218808371742743
2011-02-11,1.64555215081126,-0.0062103620235974,1.64555215081126,-0.19161227672955,1.64555215081126,-0.174757557210827
2011-02-12,3.26360522460867,1.27474832139935,3.26360522460867,0.634268979687877,3.26360522460867,0.297174589313417
2011-02-13,3.26360522460867,1.29160304091807,3.26360522460867,1.28317568115871,3.26360522460867,0.853380333431276
2011-02-14,2.45457868770996,-0.0399198010610435,3.26360522460867,0.625841619928515,3.26360522460867,0.842143853752127
2011-02-15,2.45457868770996,0.280319869794694,2.45457868770996,0.120200034366825,3.26360522460867,0.510667703217241
